Method,Number of Days,Distance function,Days function,Base,Train file used,Test file used,TPP,TNP,FPP,FNP
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,100000000,2021-2223,coletoressafra2122_31_23,36.7396243856684,0,43.76574250931091,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,100000000,2122-2223,coletoressafra2021_31_23,24.641428530018302,0,55.615273025941356,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,90000000,2021-2122,coletoressafra2223_31_23,33.5126841658498,0,43.3555823595893,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,90000000,2021-2223,coletoressafra2122_31_23,36.774991502378356,0,43.450269572534594,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,90000000,2122-2223,coletoressafra2021_31_23,24.76287543884999,0,55.859337849637996,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,80000000,2021-2122,coletoressafra2223_31_23,30.388509974356072,0,43.9029714196078,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,80000000,2021-2223,coletoressafra2122_31_23,35.82660260958963,0,44.5629655065374,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,80000000,2122-2223,coletoressafra2021_31_23,25.563646062328434,0,56.036642147418995,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,70000000,2021-2122,coletoressafra2223_31_23,31.163341383007154,0,43.292449467597955,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,70000000,2021-2223,coletoressafra2122_31_23,34.46616698541726,0,45.18767880506227,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,70000000,2122-2223,coletoressafra2021_31_23,25.836021365527625,0,56.2594890798358,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,60000000,2021-2122,coletoressafra2223_31_23,31.01727629195427,0,43.47606547550927,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,60000000,2021-2223,coletoressafra2122_31_23,33.86625277356615,0,45.207316803116214,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,60000000,2122-2223,coletoressafra2021_31_23,24.348168993444524,0,57.10914298476394,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,50000000,2021-2122,coletoressafra2223_31_23,31.313468880552556,0,43.58992369761389,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,50000000,2021-2223,coletoressafra2122_31_23,34.76735869704845,0,45.877061391339815,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,50000000,2122-2223,coletoressafra2021_31_23,23.404822457897737,0,57.98303323263748,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,40000000,2021-2122,coletoressafra2223_31_23,31.652409071032807,0,44.09160083359714,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,40000000,2021-2223,coletoressafra2122_31_23,35.72760191310828,0,46.428653970390556,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,40000000,2122-2223,coletoressafra2021_31_23,23.50319127267614,0,59.21591549480025,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,30000000,2021-2122,coletoressafra2223_31_23,32.02939826067884,0,44.859706925473006,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,30000000,2021-2223,coletoressafra2122_31_23,34.221825394524664,0,46.618842281809215,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,30000000,2122-2223,coletoressafra2021_31_23,24.45812748351762,0,60.50048783090743,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,20000000,2021-2122,coletoressafra2223_31_23,29.91364382612927,0,47.01457771721753,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,20000000,2021-2223,coletoressafra2122_31_23,33.22064284614479,0,47.79046527738113,0
Mixed Growth,137,logaritmic_growth_distance,logaritmic_growth_days,20000000,2122-2223,coletoressafra2021_31_23,24.241837114102278,0,62.62071785468258,0
